order number,activity,timestamp,user,product,quantity
768,handle payment,22-01-2014@09.54,Pete Scott,iPhone4S,1
769,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
769,check stock,22-01-2014@09.16,Carol Hope,iPhone5S,3
769,ship order,22-01-2014@09.28,Sue Fox,iPhone5S,3
769,handle payment,22-01-2014@09.41,Sara Jones,iPhone5S,3
770,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
770,check stock,22-01-2014@09.12,Pete Scott,iPhone4S,3
770,ship order,22-01-2014@09.22,Pete Scott,iPhone5S,3
770,handle payment,22-01-2014@09.27,Pete Scott,iPhone5S,3
771,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
771,check stock,22-01-2014@09.12,Pete Scott,iPhone4S,2
771,ship order,22-01-2014@09.28,Sue Fox,iPhone4S,2
771,handle payment,22-01-2014@09.48,Pete Scott,iPhone4S,2
772,check stock,22-01-2014@09.00,Carol Hope,iPhone5S,1
772,ship order,22-01-2014@09.14,Sara Jones,iPhone5S,3
772,handle payment,22-01-2014@09.25,Sara Jones,iPhone4S,3
773,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
773,ship order,22-01-2014@09.20,Pete Scott,iPhone4S,2
774,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
774,check stock,22-01-2014@09.07,Carol Hope,iPhone4S,2
774,ship order,22-01-2014@09.14,Sara Jones,iPhone4S,3
774,handle payment,22-01-2014@09.21,Sara Jones,iPhone5S,1
775,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
775,check stock,22-01-2014@09.07,Sara Jones,iPhone4S,2
775,handle payment,22-01-2014@09.19,Pete Scott,iPhone5S,2
776,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
776,ship order,22-01-2014@09.08,Sue Fox,iPhone4S,3
776,handle payment,22-01-2014@09.24,Sue Fox,iPhone4S,2
777,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
777,check stock,22-01-2014@09.16,Sara Jones,iPhone5S,2
777,ship order,22-01-2014@09.34,Sara Jones,iPhone4S,2
777,handle payment,22-01-2014@09.42,Pete Scott,iPhone4S,2
778,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
778,check stock,22-01-2014@09.18,Pete Scott,iPhone4S,3
778,ship order,22-01-2014@09.31,Pete Scott,iPhone4S,2
778,handle payment,22-01-2014@09.46,Carol Hope,iPhone5S,3
779,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
779,check stock,22-01-2014@09.16,Sara Jones,iPhone5S,3
779,ship order,22-01-2014@09.26,Carol Hope,iPhone5S,1
779,handle payment,22-01-2014@09.45,Pete Scott,iPhone5S,2
780,ship order,22-01-2014@09.00,Pete Scott,iPhone4S,3
780,handle payment,22-01-2014@09.19,Carol Hope,iPhone5S,2
781,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
781,ship order,22-01-2014@09.17,Carol Hope,iPhone5S,3
782,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
782,check stock,22-01-2014@09.14,Sue Fox,iPhone4S,1
782,ship order,22-01-2014@09.29,Sue Fox,iPhone5S,3
782,handle payment,22-01-2014@09.40,Sue Fox,iPhone4S,1
783,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
783,check stock,22-01-2014@09.14,Sue Fox,iPhone5S,1
783,ship order,22-01-2014@09.23,Sara Jones,iPhone4S,3
784,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
784,check stock,22-01-2014@09.09,Sara Jones,iPhone4S,2
784,ship order,22-01-2014@09.17,Pete Scott,iPhone4S,3
784,handle payment,22-01-2014@09.35,Pete Scott,iPhone4S,3
785,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
785,check stock,22-01-2014@09.07,Pete Scott,iPhone4S,2
785,ship order,22-01-2014@09.26,Carol Hope,iPhone4S,1
785,handle payment,22-01-2014@09.43,Pete Scott,iPhone5S,3
786,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
786,check stock,22-01-2014@09.14,Pete Scott,iPhone4S,2
786,ship order,22-01-2014@09.31,Sue Fox,iPhone5S,3
786,handle payment,22-01-2014@09.41,Carol Hope,iPhone4S,2
787,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
787,check stock,22-01-2014@09.11,Sue Fox,iPhone4S,2
787,handle payment,22-01-2014@09.27,Carol Hope,iPhone5S,1
788,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
788,check stock,22-01-2014@09.12,Pete Scott,iPhone4S,1
788,ship order,22-01-2014@09.17,Sue Fox,iPhone4S,3
788,handle payment,22-01-2014@09.24,Sara Jones,iPhone4S,2
789,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
789,check stock,22-01-2014@09.09,Pete Scott,iPhone4S,3
789,ship order,22-01-2014@09.23,Sara Jones,iPhone5S,3
789,handle payment,22-01-2014@09.37,Sara Jones,iPhone4S,2
790,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
790,check stock,22-01-2014@09.10,Sara Jones,iPhone4S,3
790,ship order,22-01-2014@09.16,Pete Scott,iPhone4S,3
790,handle payment,22-01-2014@09.28,Sue Fox,iPhone4S,2
791,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
791,check stock,22-01-2014@09.14,Carol Hope,iPhone5S,2
791,ship order,22-01-2014@09.23,Sue Fox,iPhone4S,2
792,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
792,ship order,22-01-2014@09.14,Sue Fox,iPhone5S,2
792,handle payment,22-01-2014@09.19,Carol Hope,iPhone4S,2
793,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
793,check stock,22-01-2014@09.16,Carol Hope,iPhone4S,3
793,ship order,22-01-2014@09.23,Carol Hope,iPhone5S,2
793,handle payment,22-01-2014@09.33,Pete Scott,iPhone4S,1
794,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
794,check stock,22-01-2014@09.08,Sue Fox,iPhone4S,1
794,ship order,22-01-2014@09.14,Carol Hope,iPhone4S,2
794,handle payment,22-01-2014@09.20,Pete Scott,iPhone5S,3
795,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
795,ship order,22-01-2014@09.05,Sue Fox,iPhone4S,3
795,handle payment,22-01-2014@09.18,Sara Jones,iPhone5S,1
796,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
796,check stock,22-01-2014@09.15,Sara Jones,iPhone5S,1
796,handle payment,22-01-2014@09.28,Pete Scott,iPhone5S,1
797,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
797,check stock,22-01-2014@09.11,Carol Hope,iPhone4S,1
797,ship order,22-01-2014@09.23,Carol Hope,iPhone5S,3
797,handle payment,22-01-2014@09.41,Carol Hope,iPhone5S,3
798,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
798,check stock,22-01-2014@09.17,Sara Jones,iPhone5S,1
798,ship order,22-01-2014@09.31,Sara Jones,iPhone4S,2
798,handle payment,22-01-2014@09.44,Carol Hope,iPhone5S,3
799,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
799,check stock,22-01-2014@09.05,Sara Jones,iPhone5S,3
799,ship order,22-01-2014@09.15,Pete Scott,iPhone4S,1
799,handle payment,22-01-2014@09.21,Pete Scott,iPhone5S,3
800,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
800,check stock,22-01-2014@09.05,Carol Hope,iPhone4S,3
800,ship order,22-01-2014@09.25,Sara Jones,iPhone4S,3
800,handle payment,22-01-2014@09.42,Pete Scott,iPhone4S,2
801,check stock,22-01-2014@09.00,Carol Hope,iPhone4S,1
801,ship order,22-01-2014@09.08,Pete Scott,iPhone5S,1
801,handle payment,22-01-2014@09.20,Pete Scott,iPhone4S,2
802,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
802,check stock,22-01-2014@09.10,Sara Jones,iPhone5S,3
802,ship order,22-01-2014@09.24,Pete Scott,iPhone5S,2
802,handle payment,22-01-2014@09.42,Sara Jones,iPhone4S,2
803,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
803,check stock,22-01-2014@09.19,Pete Scott,iPhone4S,3
803,ship order,22-01-2014@09.39,Pete Scott,iPhone5S,3
803,handle payment,22-01-2014@09.57,Sara Jones,iPhone5S,3
804,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
804,check stock,22-01-2014@09.07,Sue Fox,iPhone5S,3
804,ship order,22-01-2014@09.17,Sue Fox,iPhone5S,1
804,handle payment,22-01-2014@09.29,Carol Hope,iPhone5S,3
805,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
805,ship order,22-01-2014@09.07,Carol Hope,iPhone5S,2
806,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
806,ship order,22-01-2014@09.10,Carol Hope,iPhone5S,1
806,handle payment,22-01-2014@09.27,Sue Fox,iPhone5S,2
807,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
807,check stock,22-01-2014@09.12,Pete Scott,iPhone5S,3
807,handle payment,22-01-2014@09.31,Sara Jones,iPhone4S,2
808,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
808,check stock,22-01-2014@09.11,Sara Jones,iPhone5S,2
808,ship order,22-01-2014@09.25,Sue Fox,iPhone4S,1
808,handle payment,22-01-2014@09.41,Sara Jones,iPhone4S,1
809,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
809,check stock,22-01-2014@09.11,Sara Jones,iPhone5S,2
809,ship order,22-01-2014@09.17,Carol Hope,iPhone5S,2
809,handle payment,22-01-2014@09.29,Pete Scott,iPhone4S,3
810,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
810,ship order,22-01-2014@09.19,Sara Jones,iPhone4S,3
810,handle payment,22-01-2014@09.38,Pete Scott,iPhone4S,1
811,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
811,check stock,22-01-2014@09.08,Sue Fox,iPhone5S,3
811,ship order,22-01-2014@09.25,Pete Scott,iPhone5S,3
811,handle payment,22-01-2014@09.40,Pete Scott,iPhone4S,3
812,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
812,check stock,22-01-2014@09.16,Sara Jones,iPhone4S,1
812,ship order,22-01-2014@09.25,Carol Hope,iPhone4S,1
812,handle payment,22-01-2014@09.44,Sue Fox,iPhone4S,1
813,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
813,ship order,22-01-2014@09.05,Pete Scott,iPhone5S,1
813,handle payment,22-01-2014@09.23,Carol Hope,iPhone5S,3
814,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
814,ship order,22-01-2014@09.07,Sue Fox,iPhone4S,2
814,handle payment,22-01-2014@09.15,Carol Hope,iPhone5S,3
815,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
815,check stock,22-01-2014@09.12,Carol Hope,iPhone4S,1
815,ship order,22-01-2014@09.22,Carol Hope,iPhone4S,2
815,handle payment,22-01-2014@09.27,Carol Hope,iPhone5S,2
816,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
816,check stock,22-01-2014@09.09,Sue Fox,iPhone4S,1
816,ship order,22-01-2014@09.26,Sara Jones,iPhone5S,2
816,handle payment,22-01-2014@09.39,Carol Hope,iPhone5S,2
817,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
817,ship order,22-01-2014@09.17,Carol Hope,iPhone5S,2
817,handle payment,22-01-2014@09.32,Carol Hope,iPhone4S,3
818,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
818,ship order,22-01-2014@09.16,Carol Hope,iPhone4S,2
818,handle payment,22-01-2014@09.29,Sara Jones,iPhone4S,2
819,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
819,check stock,22-01-2014@09.11,Sue Fox,iPhone4S,3
819,ship order,22-01-2014@09.26,Sue Fox,iPhone4S,1
819,handle payment,22-01-2014@09.39,Carol Hope,iPhone4S,2
820,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
820,check stock,22-01-2014@09.05,Sue Fox,iPhone4S,1
820,ship order,22-01-2014@09.20,Carol Hope,iPhone5S,2
820,handle payment,22-01-2014@09.34,Sue Fox,iPhone5S,3
821,check stock,22-01-2014@09.00,Sue Fox,iPhone4S,1
821,ship order,22-01-2014@09.10,Carol Hope,iPhone5S,3
821,handle payment,22-01-2014@09.15,Sue Fox,iPhone4S,3
822,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
822,check stock,22-01-2014@09.06,Pete Scott,iPhone4S,2
822,ship order,22-01-2014@09.23,Sara Jones,iPhone5S,3
822,handle payment,22-01-2014@09.29,Sue Fox,iPhone4S,1
823,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
823,check stock,22-01-2014@09.10,Sue Fox,iPhone5S,1
823,ship order,22-01-2014@09.15,Pete Scott,iPhone4S,1
823,handle payment,22-01-2014@09.34,Pete Scott,iPhone4S,1
824,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
824,check stock,22-01-2014@09.13,Sue Fox,iPhone4S,2
824,handle payment,22-01-2014@09.18,Carol Hope,iPhone5S,2
825,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
825,check stock,22-01-2014@09.20,Sue Fox,iPhone4S,2
825,ship order,22-01-2014@09.39,Sara Jones,iPhone5S,1
825,handle payment,22-01-2014@09.47,Carol Hope,iPhone4S,3
826,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
826,check stock,22-01-2014@09.15,Pete Scott,iPhone4S,1
826,ship order,22-01-2014@09.20,Sara Jones,iPhone4S,2
826,handle payment,22-01-2014@09.32,Pete Scott,iPhone4S,3
827,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
827,check stock,22-01-2014@09.08,Sara Jones,iPhone5S,2
827,ship order,22-01-2014@09.23,Carol Hope,iPhone5S,1
827,handle payment,22-01-2014@09.36,Sue Fox,iPhone5S,3
828,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
828,check stock,22-01-2014@09.18,Carol Hope,iPhone4S,3
828,ship order,22-01-2014@09.32,Pete Scott,iPhone4S,2
828,handle payment,22-01-2014@09.47,Sara Jones,iPhone4S,3
829,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
829,check stock,22-01-2014@09.06,Sue Fox,iPhone4S,3
829,ship order,22-01-2014@09.22,Sue Fox,iPhone5S,2
829,handle payment,22-01-2014@09.38,Carol Hope,iPhone5S,3
830,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
830,ship order,22-01-2014@09.20,Sue Fox,iPhone5S,2
830,handle payment,22-01-2014@09.25,Pete Scott,iPhone5S,2
831,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
831,handle payment,22-01-2014@09.12,Carol Hope,iPhone4S,1
832,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
832,ship order,22-01-2014@09.14,Pete Scott,iPhone4S,2
832,handle payment,22-01-2014@09.32,Sue Fox,iPhone5S,3
833,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
833,check stock,22-01-2014@09.18,Sara Jones,iPhone5S,2
833,ship order,22-01-2014@09.33,Pete Scott,iPhone5S,2
833,handle payment,22-01-2014@09.44,Pete Scott,iPhone4S,1
834,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
834,check stock,22-01-2014@09.10,Pete Scott,iPhone4S,3
834,ship order,22-01-2014@09.27,Sara Jones,iPhone4S,2
834,handle payment,22-01-2014@09.47,Sue Fox,iPhone5S,1
835,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
835,check stock,22-01-2014@09.16,Sue Fox,iPhone5S,2
835,ship order,22-01-2014@09.32,Carol Hope,iPhone5S,1
835,handle payment,22-01-2014@09.37,Carol Hope,iPhone4S,1
836,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
836,check stock,22-01-2014@09.11,Sara Jones,iPhone4S,2
836,ship order,22-01-2014@09.30,Sara Jones,iPhone4S,1
836,handle payment,22-01-2014@09.49,Sara Jones,iPhone4S,1
837,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
837,check stock,22-01-2014@09.08,Pete Scott,iPhone4S,2
837,ship order,22-01-2014@09.19,Pete Scott,iPhone5S,3
837,handle payment,22-01-2014@09.39,Sue Fox,iPhone4S,3
838,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
838,check stock,22-01-2014@09.15,Sara Jones,iPhone4S,2
838,ship order,22-01-2014@09.33,Sue Fox,iPhone4S,2
838,handle payment,22-01-2014@09.46,Carol Hope,iPhone4S,2
839,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
839,check stock,22-01-2014@09.05,Sara Jones,iPhone4S,3
839,ship order,22-01-2014@09.19,Pete Scott,iPhone4S,3
839,handle payment,22-01-2014@09.29,Sara Jones,iPhone5S,2
840,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
840,check stock,22-01-2014@09.05,Carol Hope,iPhone4S,3
840,ship order,22-01-2014@09.16,Sara Jones,iPhone4S,1
840,handle payment,22-01-2014@09.21,Carol Hope,iPhone4S,3
841,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
841,check stock,22-01-2014@09.16,Pete Scott,iPhone5S,2
841,ship order,22-01-2014@09.27,Carol Hope,iPhone4S,3
841,handle payment,22-01-2014@09.42,Carol Hope,iPhone5S,3
842,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
842,ship order,22-01-2014@09.05,Sue Fox,iPhone5S,3
843,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
843,check stock,22-01-2014@09.14,Pete Scott,iPhone5S,2
843,ship order,22-01-2014@09.34,Sara Jones,iPhone4S,3
843,handle payment,22-01-2014@09.41,Sue Fox,iPhone5S,1
844,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
844,check stock,22-01-2014@09.06,Sue Fox,iPhone5S,2
844,ship order,22-01-2014@09.19,Carol Hope,iPhone5S,1
844,handle payment,22-01-2014@09.32,Sue Fox,iPhone4S,2
845,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
845,check stock,22-01-2014@09.13,Carol Hope,iPhone4S,3
845,handle payment,22-01-2014@09.28,Carol Hope,iPhone4S,1
846,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
846,check stock,22-01-2014@09.17,Carol Hope,iPhone5S,1
846,ship order,22-01-2014@09.29,Carol Hope,iPhone5S,2
846,handle payment,22-01-2014@09.43,Pete Scott,iPhone5S,1
847,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
847,check stock,22-01-2014@09.11,Sara Jones,iPhone4S,1
847,handle payment,22-01-2014@09.27,Sara Jones,iPhone4S,2
848,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
848,check stock,22-01-2014@09.19,Sara Jones,iPhone4S,3
848,ship order,22-01-2014@09.38,Pete Scott,iPhone5S,2
849,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
849,check stock,22-01-2014@09.11,Pete Scott,iPhone5S,1
849,ship order,22-01-2014@09.24,Sue Fox,iPhone4S,3
849,handle payment,22-01-2014@09.38,Carol Hope,iPhone4S,1
850,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
850,check stock,22-01-2014@09.05,Pete Scott,iPhone4S,1
850,ship order,22-01-2014@09.19,Pete Scott,iPhone4S,1
850,handle payment,22-01-2014@09.28,Sue Fox,iPhone5S,1
851,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
851,check stock,22-01-2014@09.12,Carol Hope,iPhone4S,1
851,ship order,22-01-2014@09.22,Sara Jones,iPhone4S,1
851,handle payment,22-01-2014@09.31,Carol Hope,iPhone4S,3
852,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
852,check stock,22-01-2014@09.09,Pete Scott,iPhone4S,2
852,ship order,22-01-2014@09.26,Pete Scott,iPhone4S,2
852,handle payment,22-01-2014@09.38,Sara Jones,iPhone5S,3
853,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
853,check stock,22-01-2014@09.13,Pete Scott,iPhone5S,1
853,ship order,22-01-2014@09.18,Sue Fox,iPhone4S,2
853,handle payment,22-01-2014@09.23,Sara Jones,iPhone5S,3
854,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
854,ship order,22-01-2014@09.14,Sue Fox,iPhone5S,2
854,handle payment,22-01-2014@09.30,Sara Jones,iPhone4S,2
855,check stock,22-01-2014@09.00,Sue Fox,iPhone4S,2
855,ship order,22-01-2014@09.16,Carol Hope,iPhone5S,2
855,handle payment,22-01-2014@09.34,Sara Jones,iPhone4S,3
856,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
856,check stock,22-01-2014@09.10,Carol Hope,iPhone4S,1
856,ship order,22-01-2014@09.27,Carol Hope,iPhone4S,2
856,handle payment,22-01-2014@09.37,Sue Fox,iPhone4S,1
857,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
857,ship order,22-01-2014@09.18,Sue Fox,iPhone5S,2
857,handle payment,22-01-2014@09.32,Carol Hope,iPhone4S,3
858,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
858,check stock,22-01-2014@09.17,Sue Fox,iPhone4S,2
858,ship order,22-01-2014@09.26,Carol Hope,iPhone4S,1
858,handle payment,22-01-2014@09.46,Pete Scott,iPhone4S,3
859,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
859,ship order,22-01-2014@09.20,Sue Fox,iPhone4S,3
859,handle payment,22-01-2014@09.38,Sue Fox,iPhone5S,1
860,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
860,check stock,22-01-2014@09.07,Sue Fox,iPhone4S,2
860,ship order,22-01-2014@09.18,Carol Hope,iPhone5S,2
860,handle payment,22-01-2014@09.37,Pete Scott,iPhone4S,1
861,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
861,check stock,22-01-2014@09.08,Sara Jones,iPhone5S,2
861,ship order,22-01-2014@09.18,Sue Fox,iPhone5S,2
862,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
862,check stock,22-01-2014@09.14,Sue Fox,iPhone5S,2
862,ship order,22-01-2014@09.30,Pete Scott,iPhone5S,2
862,handle payment,22-01-2014@09.47,Carol Hope,iPhone5S,3
863,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
863,check stock,22-01-2014@09.11,Carol Hope,iPhone5S,1
863,ship order,22-01-2014@09.23,Carol Hope,iPhone5S,2
863,handle payment,22-01-2014@09.37,Sue Fox,iPhone4S,3
864,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
864,check stock,22-01-2014@09.05,Carol Hope,iPhone5S,3
864,ship order,22-01-2014@09.18,Sara Jones,iPhone5S,3
864,handle payment,22-01-2014@09.27,Sara Jones,iPhone4S,1
865,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
865,check stock,22-01-2014@09.15,Pete Scott,iPhone4S,1
865,ship order,22-01-2014@09.29,Sue Fox,iPhone5S,3
865,handle payment,22-01-2014@09.47,Carol Hope,iPhone4S,3
866,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
866,check stock,22-01-2014@09.08,Carol Hope,iPhone4S,1
866,ship order,22-01-2014@09.18,Carol Hope,iPhone4S,1
866,handle payment,22-01-2014@09.23,Carol Hope,iPhone4S,2
867,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
867,check stock,22-01-2014@09.10,Pete Scott,iPhone4S,1
867,handle payment,22-01-2014@09.15,Sara Jones,iPhone4S,3
868,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
868,check stock,22-01-2014@09.09,Carol Hope,iPhone4S,2
868,ship order,22-01-2014@09.15,Pete Scott,iPhone4S,3
868,handle payment,22-01-2014@09.23,Pete Scott,iPhone5S,1
869,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
869,check stock,22-01-2014@09.20,Carol Hope,iPhone4S,2
869,ship order,22-01-2014@09.36,Sue Fox,iPhone4S,1
869,handle payment,22-01-2014@09.55,Sue Fox,iPhone4S,2
870,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
870,check stock,22-01-2014@09.13,Carol Hope,iPhone5S,2
870,ship order,22-01-2014@09.22,Sara Jones,iPhone5S,2
870,handle payment,22-01-2014@09.40,Sue Fox,iPhone4S,1
871,check stock,22-01-2014@09.00,Carol Hope,iPhone4S,2
871,handle payment,22-01-2014@09.10,Sue Fox,iPhone4S,3
872,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
872,check stock,22-01-2014@09.16,Sue Fox,iPhone5S,1
872,ship order,22-01-2014@09.29,Sue Fox,iPhone4S,2
872,handle payment,22-01-2014@09.37,Carol Hope,iPhone5S,3
873,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
873,check stock,22-01-2014@09.06,Sue Fox,iPhone5S,3
873,ship order,22-01-2014@09.20,Sara Jones,iPhone5S,2
873,handle payment,22-01-2014@09.39,Pete Scott,iPhone4S,1
874,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
874,check stock,22-01-2014@09.17,Sara Jones,iPhone4S,2
874,ship order,22-01-2014@09.37,Sue Fox,iPhone5S,1
874,handle payment,22-01-2014@09.44,Carol Hope,iPhone4S,2
875,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
875,check stock,22-01-2014@09.08,Sara Jones,iPhone5S,1
875,ship order,22-01-2014@09.18,Sue Fox,iPhone5S,2
875,handle payment,22-01-2014@09.32,Carol Hope,iPhone5S,3
876,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
876,check stock,22-01-2014@09.12,Pete Scott,iPhone4S,1
876,ship order,22-01-2014@09.26,Sue Fox,iPhone5S,1
876,handle payment,22-01-2014@09.37,Sara Jones,iPhone4S,3
877,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
877,check stock,22-01-2014@09.20,Sara Jones,iPhone5S,3
877,ship order,22-01-2014@09.27,Sue Fox,iPhone5S,1
878,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
878,check stock,22-01-2014@09.08,Pete Scott,iPhone4S,1
878,ship order,22-01-2014@09.21,Carol Hope,iPhone5S,3
878,handle payment,22-01-2014@09.31,Carol Hope,iPhone5S,2
879,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
879,ship order,22-01-2014@09.12,Sara Jones,iPhone5S,1
879,handle payment,22-01-2014@09.29,Sara Jones,iPhone5S,3
880,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
880,check stock,22-01-2014@09.17,Sue Fox,iPhone5S,1
880,ship order,22-01-2014@09.34,Carol Hope,iPhone4S,2
880,handle payment,22-01-2014@09.42,Pete Scott,iPhone4S,1
881,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
881,ship order,22-01-2014@09.17,Pete Scott,iPhone5S,1
881,handle payment,22-01-2014@09.25,Pete Scott,iPhone4S,3
882,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
882,check stock,22-01-2014@09.12,Pete Scott,iPhone4S,3
882,ship order,22-01-2014@09.29,Sue Fox,iPhone5S,3
882,handle payment,22-01-2014@09.41,Sue Fox,iPhone5S,2
883,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
883,check stock,22-01-2014@09.13,Sara Jones,iPhone5S,2
883,ship order,22-01-2014@09.32,Pete Scott,iPhone5S,1
883,handle payment,22-01-2014@09.43,Pete Scott,iPhone5S,3
884,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
884,check stock,22-01-2014@09.12,Sara Jones,iPhone5S,3
884,ship order,22-01-2014@09.18,Carol Hope,iPhone4S,1
884,handle payment,22-01-2014@09.34,Carol Hope,iPhone4S,2
885,check stock,22-01-2014@09.00,Sara Jones,iPhone4S,2
885,ship order,22-01-2014@09.07,Pete Scott,iPhone4S,2
885,handle payment,22-01-2014@09.23,Pete Scott,iPhone4S,2
886,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
886,check stock,22-01-2014@09.14,Sue Fox,iPhone5S,3
